Date,Open,High,Low,Close/Last,Volume
7/28/2025,$233.35 ,$234.29 ,$232.25 ,$232.79 ,26300140
7/25/2025,$232.22 ,$232.48 ,$231.18 ,$231.44 ,28712100
7/24/2025,$229.17 ,$236.00 ,$228.64 ,$232.23 ,42902270
7/23/2025,$228.47 ,$228.79 ,$227.09 ,$228.29 ,28294850
7/22/2025,$229.68 ,$230.00 ,$226.35 ,$227.47 ,37483700
7/21/2025,$225.84 ,$229.69 ,$225.65 ,$229.30 ,40297560
7/18/2025,$225.14 ,$226.40 ,$222.98 ,$226.13 ,37833810
7/17/2025,$223.32 ,$224.50 ,$222.51 ,$223.88 ,31855830
7/16/2025,$225.88 ,$226.10 ,$222.18 ,$223.19 ,39535930
7/15/2025,$226.20 ,$227.27 ,$225.46 ,$226.35 ,34907290
7/14/2025,$225.07 ,$226.66 ,$224.24 ,$225.69 ,35702600
7/11/2025,$223.58 ,$226.68 ,$222.37 ,$225.02 ,50518310
7/10/2025,$221.55 ,$222.79 ,$219.70 ,$222.26 ,30370590
7/9/2025,$221.07 ,$224.29 ,$220.47 ,$222.54 ,38155120
7/8/2025,$223.92 ,$224.00 ,$218.43 ,$219.36 ,45691990
7/7/2025,$223.00 ,$224.29 ,$222.37 ,$223.47 ,36604140
7/3/2025,$221.82 ,$224.01 ,$221.36 ,$223.41 ,29632350
7/2/2025,$219.73 ,$221.60 ,$219.06 ,$219.92 ,30894180
7/1/2025,$219.50 ,$221.88 ,$217.93 ,$220.46 ,39256830
6/30/2025,$223.52 ,$223.82 ,$219.12 ,$219.39 ,58887780
6/27/2025,$219.92 ,$223.30 ,$216.74 ,$223.30 ,119217100
6/26/2025,$213.12 ,$218.04 ,$212.01 ,$217.12 ,50480810
6/25/2025,$214.62 ,$216.03 ,$211.11 ,$211.99 ,31755700
6/24/2025,$212.14 ,$214.34 ,$211.05 ,$212.77 ,38378760
6/23/2025,$209.79 ,$210.39 ,$207.31 ,$208.47 ,37311730
6/20/2025,$214.68 ,$214.89 ,$208.27 ,$209.69 ,75350730
6/18/2025,$215.09 ,$217.96 ,$212.34 ,$212.52 ,44360510
6/17/2025,$215.20 ,$217.41 ,$214.56 ,$214.82 ,32086260
6/16/2025,$212.31 ,$217.06 ,$211.60 ,$216.10 ,33284160
6/13/2025,$209.96 ,$214.05 ,$209.62 ,$212.10 ,29337760
